Date,Direction of Travel,Species
12/28/2014,OUT,NOTVIR
12/28/2014,IN,EURQUA
12/28/2014,IN,ACRGRY
12/28/2014,OUT,NOTVIR
12/28/2014,IN,ACRGRY
12/28/2014,,
12/28/2014,OUT,NOTVIR
12/28/2014,IN,NOTVIR
12/28/2014,OUT,ACRGRY
12/28/2014,IN,NOTVIR
12/28/2014,IN,NOTVIR
12/28/2014,IN,NOTVIR
12/28/2014,IN,NOTVIR
12/28/2014,IN,NOTVIR
12/28/2014,IN,AMBBIS
12/28/2014,IN,NOTVIR
12/28/2014,IN,NOTVIR
12/28/2014,IN,NOTVIR
12/28/2014,IN,NOTVIR
12/28/2014,OUT,NOTVIR
12/28/2014,IN,NOTVIR
12/28/2014,IN,NOTVIR
12/28/2014,IN,NOTVIR
12/28/2014,IN,NOTVIR
12/28/2014,IN,ACRGRY
12/28/2014,IN,ACRGRY
12/28/2014,OUT,RANUTR
12/28/2014,OUT,NOTVIR
12/28/2014,IN,EURQUA
12/28/2014,IN,NOTVIR
12/28/2014,IN,EURQUA
12/28/2014,OUT,ACRGRY
12/28/2014,OUT,ACRGRY
12/28/2014,OUT,ACRGRY
12/28/2014,IN,RANUTR
12/28/2014,IN,EURQUA
12/28/2014,IN,ACRGRY
12/28/2014,,
12/28/2014,IN,PSEORN
12/28/2014,IN,PSEORN
12/28/2014,OUT,AMBBIS
12/28/2014,OUT,HYLSQU
12/28/2014,OUT,NOTVIR
12/28/2014,OUT,EURQUA
12/28/2014,IN,ACRGRY
12/28/2014,IN,ACRGRY
12/28/2014,IN,ACRGRY
12/28/2014,OUT,PSEORN
12/28/2014,OUT,ACRGRY
12/28/2014,IN,AMBBIS
12/28/2014,,
12/28/2014,OUT,ACRGRY
12/28/2014,OUT,AMBBIS
12/28/2014,IN,CRAYFISH
12/28/2014,OUT,PSEORN
12/28/2014,IN,NOTVIR
12/28/2014,OUT,AMBBIS
12/28/2014,OUT,AMBBIS
12/28/2014,OUT,PSEORN
12/28/2014,IN,NOTVIR
12/28/2014,IN,PSEORN
12/28/2014,OUT,AMBBIS
12/28/2014,OUT,PSEORN
12/28/2014,OUT,PSEORN
12/28/2014,IN,NOTVIR
12/28/2014,OUT,AMBBIS
12/28/2014,IN,NOTVIR
12/28/2014,OUT,NOTVIR
12/28/2014,OUT,NOTVIR
12/28/2014,IN,NOTVIR
12/28/2014,IN,NOTVIR
12/28/2014,IN,EURQUA
12/28/2014,IN,RANUTR
12/29/2014,IN,ACRGRY
12/29/2014,OUT,NOTVIR
12/29/2014,IN,EURQUA
12/29/2014,IN,ACRGRY
12/29/2014,OUT,NOTVIR
12/29/2014,IN,EURQUA
12/29/2014,IN,EURQUA
12/29/2014,OUT,ACRGRY
12/29/2014,IN,EURQUA
12/29/2014,IN,RANUTR
12/29/2014,IN,ACRGRY
12/29/2014,OUT,NOTVIR
12/29/2014,IN,AMBBIS
12/29/2014,IN,AMBBIS
12/29/2014,IN,NOTVIR
12/29/2014,IN,ACRGRY
12/29/2014,IN,NOTVIR
12/29/2014,IN,ACRGRY
12/29/2014,IN,NOTVIR
12/29/2014,IN,NOTVIR
12/29/2014,IN,NOTVIR
12/29/2014,IN,AMBBIS
12/29/2014,OUT,PSEORN
12/29/2014,OUT,PSEORN
12/29/2014,OUT,AMBBIS
12/29/2014,OUT,NOTVIR
12/29/2014,IN,NOTVIR
12/29/2014,IN,ACRGRY
12/29/2014,OUT,ACRGRY
12/29/2014,OUT,PSEORN
12/29/2014,IN,ACRGRY
12/29/2014,IN,EURQUA
12/29/2014,IN,ACRGRY
12/29/2014,IN,RANUTR
12/29/2014,IN,PSEORN
12/29/2014,IN,ACRGRY
12/29/2014,IN,EURQUA
12/29/2014,IN,EURQUA
12/29/2014,IN,ACRGRY
12/29/2014,IN,ACRGRY
12/29/2014,IN,ACRGRY
12/29/2014,IN,ACRGRY
12/29/2014,IN,ACRGRY
12/29/2014,IN,RANUTR
12/29/2014,IN,ACRGRY
12/29/2014,OUT,ACRGRY
12/29/2014,OUT,ACRGRY
12/29/2014,IN,EURQUA
12/29/2014,OUT,ACRGRY
12/29/2014,IN,ACRGRY
12/29/2014,IN,PSEORN
12/29/2014,OUT,ACRGRY
12/29/2014,OUT,ACRGRY
12/29/2014,OUT,HYLFEM
12/29/2014,IN,NOTVIR
12/29/2014,OUT,ACRGRY
12/29/2014,OUT,ACRGRY
12/29/2014,,
12/29/2014,OUT,GASCAR
12/29/2014,OUT,ACRGRY
12/29/2014,OUT,PSEORN
12/29/2014,IN,ACRGRY
12/29/2014,IN,ACRGRY
12/29/2014,IN,PSEORN
12/29/2014,IN,NOTVIR
12/29/2014,IN,NOTVIR
12/29/2014,IN,ACRGRY
12/29/2014,IN,NOTVIR
12/29/2014,OUT,ACRGRY
12/29/2014,IN,RANGRY
12/29/2014,,
12/29/2014,IN,CRAYFISH
12/29/2014,IN,ACRGRY
12/29/2014,IN,NOTVIR
12/30/2014,IN,NOTVIR
12/30/2014,IN,NOTVIR
12/30/2014,IN,EURQUA
12/30/2014,IN,ACRGRY
12/30/2014,IN,AMBBIS
12/30/2014,IN,EURQUA
12/30/2014,OUT,ACRGRY
12/30/2014,OUT,ACRGRY
12/30/2014,OUT,EURQUA
12/30/2014,IN,EURQUA
12/30/2014,OUT,EURQUA
12/30/2014,,
12/30/2014,OUT,EURQUA
12/30/2014,IN,ACRGRY
12/30/2014,IN,NOTVIR
12/30/2014,IN,NOTVIR
12/30/2014,IN,NOTVIR
12/30/2014,IN,EURQUA
12/30/2014,IN,NOTVIR
12/30/2014,IN,ACRGRY
12/30/2014,IN,ACRGRY
12/30/2014,OUT,NOTVIR
12/30/2014,OUT,PSEORN
12/30/2014,IN,CRAYFISH
12/30/2014,OUT,NOTVIR
12/30/2014,OUT,ACRGRY
12/30/2014,,
12/30/2014,OUT,NOTVIR
12/31/2014,,
12/31/2014,,
12/31/2014,,
12/31/2014,IN,ACRGRY
12/31/2014,,
12/31/2014,,
1/1/2015,,
1/1/2015,,
1/1/2015,,
1/1/2015,IN,ACRGRY
1/1/2015,,
1/1/2015,,
1/2/2015,IN,NOTVIR
1/2/2015,,
1/2/2015,OUT,ACRGRY
1/2/2015,IN,NOTVIR
1/2/2015,IN,NOTVIR
1/2/2015,OUT,NOTVIR
1/2/2015,IN,ACRGRY
1/2/2015,,
1/2/2015,,
1/2/2015,,
1/2/2015,,
1/2/2015,,
1/2/2015,,
1/2/2015,,
1/2/2015,OUT,NOTVIR
1/2/2015,IN,NOTVIR
1/3/2015,IN,ACRGRY
1/3/2015,,
1/3/2015,IN,NOTVIR
1/3/2015,OUT,ACRGRY
1/3/2015,IN,NOTVIR
1/3/2015,OUT,NOTVIR
1/3/2015,IN,NOTVIR
1/3/2015,IN,ACRGRY
1/3/2015,IN,EURQUA
1/3/2015,OUT,NOTVIR
1/3/2015,OUT,NOTVIR
1/3/2015,,
1/3/2015,,
1/3/2015,IN,THASAU
1/3/2015,IN,NOTVIR
1/3/2015,OUT,PSEORN
1/3/2015,OUT,RANGRY
1/3/2015,IN,NOTVIR
1/3/2015,,
1/3/2015,IN,REGRIG
1/3/2015,OUT,PSEORN
1/3/2015,IN,RANUTR
1/3/2015,,
1/3/2015,OUT,RANUTR
1/3/2015,OUT,NOTVIR
1/3/2015,IN,ACRGRY
1/3/2015,IN,NOTVIR
1/4/2015,,
1/4/2015,,
1/4/2015,IN,ACRGRY
1/4/2015,IN,ACRGRY
1/4/2015,IN,PSEORN
1/4/2015,IN,NOTVIR
1/4/2015,OUT,ACRGRY
1/4/2015,IN,RANUTR
1/4/2015,OUT,BUFTER
1/4/2015,IN,KINSUB
1/4/2015,OUT,ACRGRY
1/4/2015,OUT,ACRGRY
1/4/2015,IN,ACRGRY
1/4/2015,OUT,ACRGRY
1/4/2015,,
1/4/2015,,
1/5/2015,IN,ACRGRY
1/5/2015,IN,ACRGRY
1/5/2015,OUT,NOTVIR
1/5/2015,IN,EURQUA
1/5/2015,OUT,ACRGRY
1/5/2015,OUT,NOTVIR
1/5/2015,IN,EURQUA
1/5/2015,,
1/5/2015,IN,CRAYFISH
1/5/2015,IN,NOTVIR
1/5/2015,IN,NOTVIR
1/5/2015,,
1/5/2015,,
1/5/2015,IN,NOTVIR
1/6/2015,OUT,NOTVIR
1/6/2015,IN,NOTVIR
1/6/2015,IN,ACRGRY
1/6/2015,,
1/6/2015,,
1/6/2015,IN,THASAU
1/6/2015,,
1/6/2015,IN,REGRIG
1/6/2015,IN,NOTVIR
1/7/2015,,
1/7/2015,,
1/7/2015,,
1/7/2015,,
1/7/2015,,
1/7/2015,,
1/8/2015,,
1/8/2015,,
1/8/2015,,
1/9/2015,,
1/9/2015,,
1/9/2015,,
1/9/2015,,
1/9/2015,,
1/9/2015,,
1/10/2015,,
1/10/2015,,
1/10/2015,,
1/10/2015,,
1/10/2015,,
1/10/2015,,
1/11/2015,,
1/11/2015,,
1/11/2015,,
1/11/2015,,
1/11/2015,,
1/11/2015,,
1/12/2015,,
1/12/2015,,
1/12/2015,IN,NOTVIR
12/19/2014,,
12/19/2014,IN,ACRGRY
12/20/2014,OUT,NOTVIR
12/20/2014,IN,NOTVIR
12/20/2014,,
12/20/2014,IN,EURQUA
12/20/2014,IN,HYLFEM
12/21/2014,,
12/21/2014,,
12/21/2014,,
12/21/2014,,
12/22/2014,,
12/22/2014,,
12/22/2014,,
12/22/2014,OUT,EURQUA
12/22/2014,OUT,EURQUA
12/22/2014,OUT,EURQUA
12/23/2014,OUT,RANUTR
12/23/2014,OUT,ACRGRY
12/23/2014,IN,SIGHIS
12/23/2014,IN,EURQUA
12/23/2014,OUT,EURQUA
12/23/2014,OUT,EURQUA
12/23/2014,OUT,RANUTR
1/14/2015,,
1/14/2015,,
1/15/2015,IN,HYLFEM
1/15/2015,,
1/15/2015,,
1/15/2015,,
1/16/2015,,
1/16/2015,,
1/12/2015,,
1/12/2015,,
1/12/2015,IN,NOTVIR
1/12/2015,OUT,PSEORN
1/12/2015,,
1/12/2015,OUT,AMBBIS
1/12/2015,IN,NOTVIR
1/13/2015,IN,ACRGRY
1/13/2015,OUT,NOTVIR
1/13/2015,OUT,NOTVIR
1/13/2015,OUT,EURQUA
1/13/2015,OUT,ACRGRY
1/13/2015,OUT,ACRGRY
1/13/2015,IN,NOTVIR
1/13/2015,OUT,AMBBIS
1/13/2015,OUT,ACRGRY
1/13/2015,OUT,AMBBIS
1/13/2015,IN,EURQUA
1/13/2015,IN,EURQUA
1/13/2015,IN,EURQUA
1/13/2015,IN,EURQUA
1/13/2015,IN,EURQUA
1/13/2015,IN,ACRGRY
1/13/2015,OUT,AMBBIS
1/13/2015,IN,EURQUA
1/13/2015,,
1/13/2015,OUT,EURQUA
1/13/2015,IN,NOTVIR
1/13/2015,IN,NOTVIR
1/13/2015,OUT,NOTVIR
1/13/2015,IN,NOTVIR
1/13/2015,IN,NOTVIR
1/13/2015,IN,PEROMYSCUS SP
1/13/2015,,
1/14/2015,IN,EURQUA
1/14/2015,IN,EURQUA
1/14/2015,IN,EURQUA
1/14/2015,OUT,NOTVIR
1/15/2015,,
1/15/2015,,
1/15/2015,,
1/15/2015,IN,ACRGRY
1/15/2015,,
1/15/2015,IN,ACRGRY
1/15/2015,IN,NOTVIR
1/14/2015,,
1/14/2015,,
1/14/2015,,
1/14/2015,,
1/14/2015,,
1/16/2015,OUT,AMBBIS
1/16/2015,IN,AMBBIS
1/16/2015,IN,NOTVIR
1/16/2015,IN,ACRGRY
1/16/2015,,
1/16/2015,OUT,PSEORN
1/16/2015,IN,PSEORN
1/16/2015,,
1/16/2015,,
1/16/2015,IN,NOTVIR
1/17/2015,,
1/17/2015,,
1/17/2015,,
1/17/2015,,
1/17/2015,IN,ANOCAR
1/17/2015,,
1/18/2015,,
1/18/2015,,
1/18/2015,,
1/18/2015,,
1/18/2015,,
1/18/2015,,
1/19/2015,,
1/19/2015,,
1/19/2015,,
1/19/2015,,
1/19/2015,,
1/19/2015,,
11/22/2014,IN,ACRGRY
10/29/2014,IN,AMBBIS
1/20/2015,,
1/20/2015,,
1/20/2015,,
1/20/2015,,
1/20/2015,,
1/20/2015,,
1/21/2015,OUT,ACRGRY
1/21/2015,OUT,EURQUA
1/21/2015,,
1/21/2015,,
1/21/2015,,
1/21/2015,IN,THASIR
1/21/2015,OUT,EUMLAT
1/21/2015,,
1/22/2015,IN,ACRGRY
1/22/2015,,
1/22/2015,OUT,NOTVIR
1/22/2015,,
1/22/2015,,
1/22/2015,,
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,ACRGRY
1/23/2015,IN,PSEORN
1/23/2015,IN,ACRGRY
1/23/2015,OUT,PSEORN
1/23/2015,IN,ACRGRY
1/23/2015,IN,NOTVIR
1/23/2015,,
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,OUT,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,ACRGRY
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,ACRGRY
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,PSEORN
1/23/2015,IN,RANUTR
1/23/2015,,
1/23/2015,IN,ACRGRY
1/23/2015,OUT,CRAYFISH
1/23/2015,IN,NOTVIR
1/23/2015,IN,PSEORN
1/23/2015,IN,RANUTR
1/23/2015,OUT,HYLFEM
1/23/2015,OUT,PSEORN
1/23/2015,IN,NOTVIR
1/23/2015,IN,PSEORN
1/24/2015,IN,CRAYFISH
1/24/2015,IN,PSEORN
1/24/2015,IN,NOTVIR
1/24/2015,IN,CRAYFISH
1/24/2015,IN,ACRGRY
1/24/2015,OUT,PSEORN
1/24/2015,IN,PSEORN
1/24/2015,IN,PSEORN
1/24/2015,IN,NOTVIR
1/24/2015,IN,ACRGRY
1/24/2015,IN,PSEORN
1/24/2015,IN,NOTVIR
1/24/2015,IN,PSEORN
1/24/2015,IN,CRAYFISH
1/24/2015,IN,NOTVIR
1/24/2015,IN,CRAYFISH
1/24/2015,,
1/24/2015,,
1/24/2015,,
1/24/2015,,
1/24/2015,IN,PSEORN
1/24/2015,OUT,CRAYFISH
1/25/2015,,
1/25/2015,,
1/25/2015,IN,PSEORN
1/25/2015,IN,NOTVIR
1/25/2015,,
1/25/2015,,
1/25/2015,IN,THASAU
1/26/2015,,
1/26/2015,,
1/26/2015,OUT,PSEORN
1/26/2015,OUT,PSEORN
1/26/2015,IN,NOTVIR
1/26/2015,IN,ACRGRY
1/26/2015,,
1/26/2015,,
1/26/2015,,
1/27/2015,,
1/27/2015,,
1/27/2015,,
1/27/2015,,
1/27/2015,,
1/27/2015,,
1/28/2015,,
1/28/2015,,
1/28/2015,,
1/28/2015,,
1/28/2015,,
1/28/2015,,
1/24/2015,IN,CRAYFISH
1/29/2015,,
1/29/2015,,
1/29/2015,,
1/29/2015,,
1/29/2015,,
1/29/2015,IN,ACRGRY
1/29/2015,IN,NOTVIR
1/29/2015,IN,NOTVIR
1/29/2015,IN,HYLFEM
1/29/2015,IN,NOTVIR
1/30/2015,IN,EURQUA
1/30/2015,,
1/30/2015,OUT,PSEORN
1/30/2015,OUT,PSEORN
1/30/2015,IN,NOTVIR
1/30/2015,IN,NOTVIR
1/30/2015,IN,NOTVIR
1/30/2015,OUT,PSEORN
1/30/2015,OUT,PSEORN
1/30/2015,OUT,PSEORN
1/30/2015,IN,NOTVIR
1/30/2015,,
1/30/2015,,
1/30/2015,,
1/31/2015,,
1/31/2015,,
1/31/2015,,
1/31/2015,,
1/31/2015,,
1/31/2015,,
2/1/2015,,
2/1/2015,,
2/1/2015,OUT,ACRGRY
2/1/2015,,
2/1/2015,,
2/1/2015,,
2/2/2015,OUT,PSEORN
2/2/2015,OUT,PSEORN
2/2/2015,IN,ACRGRY
2/2/2015,OUT,PSEORN
2/2/2015,OUT,EURQUA
2/2/2015,OUT,EURQUA
2/2/2015,IN,EURQUA
2/2/2015,IN,NOTVIR
2/2/2015,IN,PSEORN
2/2/2015,IN,PSEORN
2/2/2015,IN,NOTVIR
2/2/2015,IN,NOTVIR
2/2/2015,IN,EURQUA
2/2/2015,OUT,EURQUA
2/2/2015,OUT,ACRGRY
2/2/2015,OUT,ACRGRY
2/2/2015,IN,RANUTR
2/2/2015,IN,ACRGRY
2/2/2015,OUT,AMBBIS
2/2/2015,IN,ACRGRY
2/2/2015,,
2/2/2015,IN,RANUTR
2/2/2015,IN,NOTVIR
2/2/2015,OUT,PSEORN
2/2/2015,IN,RANUTR
2/2/2015,IN,RANUTR
2/2/2015,IN,NOTVIR
2/2/2015,IN,CRAYFISH
2/2/2015,IN,NOTVIR
2/2/2015,IN,NOTVIR
2/2/2015,OUT,EURQUA
2/2/2015,IN,NOTVIR
2/2/2015,IN,NOTVIR
2/2/2015,IN,NOTVIR
2/2/2015,IN,NOTVIR
2/2/2015,IN,NOTVIR
2/2/2015,OUT,AMBBIS
2/2/2015,IN,NOTVIR
2/2/2015,IN,NOTVIR
2/2/2015,OUT,PSEORN
2/2/2015,IN,NOTVIR
2/2/2015,IN,RANUTR
2/2/2015,IN,ACRGRY
2/2/2015,OUT,PSEORN
2/2/2015,OUT,NOTVIR
2/2/2015,IN,NOTVIR
2/2/2015,IN,NOTVIR
2/2/2015,IN,NOTVIR
2/2/2015,,
2/2/2015,,
2/2/2015,,
2/3/2015,,
2/3/2015,,
2/3/2015,,
2/3/2015,IN,EURQUA
2/3/2015,,
2/3/2015,,
2/4/2015,OUT,ACRGRY
2/4/2015,,
2/4/2015,,
2/4/2015,,
2/4/2015,,
2/4/2015,,
2/5/2015,OUT,PSEORN
2/5/2015,OUT,PSEORN
2/5/2015,OUT,EURQUA
2/5/2015,IN,PSEORN
2/5/2015,,
2/5/2015,IN,PSEORN
2/5/2015,IN,PSEORN
2/5/2015,IN,PSEORN
2/5/2015,IN,PSEORN
2/5/2015,IN,PSEORN
2/5/2015,IN,NOTVIR
2/5/2015,IN,PSEORN
2/5/2015,IN,PSEORN
2/5/2015,IN,PSEORN
2/5/2015,IN,PSEORN
2/5/2015,IN,PSEORN
2/5/2015,IN,PSEORN
2/5/2015,IN,PSEORN
2/5/2015,IN,PSEORN
2/5/2015,IN,PSEORN
2/5/2015,IN,PSEORN
2/5/2015,IN,PSEORN
2/5/2015,IN,PSEORN
2/5/2015,IN,PSEORN
2/5/2015,IN,PSEORN
2/5/2015,IN,PSEORN
2/5/2015,,
2/5/2015,,
2/5/2015,IN,RANUTR
2/5/2015,OUT,PSEORN
2/6/2015,,
2/6/2015,,
2/6/2015,IN,PSEORN
2/6/2015,,
2/6/2015,,
2/6/2015,IN,NOTVIR
2/7/2015,,
2/7/2015,IN,SCILAT
2/7/2015,IN,PSEORN
2/7/2015,OUT,PSEORN
2/7/2015,,
2/7/2015,,
2/7/2015,OUT,PSEORN
2/8/2015,,
2/8/2015,,
2/8/2015,IN,HYLFEM
2/8/2015,IN,PSEORN
2/8/2015,IN,NOTVIR
2/8/2015,OUT,PSEORN
2/8/2015,,
2/8/2015,,
2/8/2015,OUT,THASAU
2/8/2015,IN,NOTVIR
2/8/2015,OUT,PSEORN
2/9/2015,,
2/9/2015,,
2/9/2015,IN,NOTVIR
2/9/2015,OUT,PSEORN
2/9/2015,IN,NOTVIR
2/9/2015,IN,NOTVIR
2/9/2015,IN,NOTVIR
2/9/2015,IN,NOTVIR
2/9/2015,IN,NOTVIR
2/9/2015,IN,NOTVIR
2/9/2015,OUT,PSEORN
2/9/2015,IN,NOTVIR
2/9/2015,IN,NOTVIR
2/9/2015,OUT,PSEORN
2/9/2015,IN,KINSUB
2/9/2015,,
2/9/2015,IN,RANUTR
2/9/2015,OUT,RANUTR
2/9/2015,OUT,PSEORN
2/9/2015,IN,ACRGRY
2/9/2015,IN,NOTVIR
2/9/2015,IN,NOTVIR
2/10/2015,,
2/10/2015,,
2/10/2015,IN,NOTVIR
2/10/2015,IN,NOTVIR
2/10/2015,IN,NOTVIR
2/10/2015,IN,NOTVIR
2/10/2015,,
2/10/2015,,
2/10/2015,,
2/11/2015,,
2/11/2015,,
2/11/2015,,
2/11/2015,,
2/11/2015,,
2/11/2015,,
2/12/2015,,
2/12/2015,,
2/12/2015,,
2/12/2015,,
2/12/2015,,
2/12/2015,,
2/13/2015,,
2/13/2015,,
2/13/2015,,
2/13/2015,,
2/13/2015,,
2/13/2015,,
2/14/2015,,
2/14/2015,,
2/14/2015,,
2/14/2015,,
2/14/2015,,
2/14/2015,OUT,ACRGRY
2/15/2015,,
2/15/2015,,
2/15/2015,,
2/15/2015,,
2/15/2015,,
2/15/2015,,
2/16/2015,,
2/16/2015,,
2/16/2015,,
2/16/2015,IN,RANUTR
2/16/2015,IN,PSEORN
2/16/2015,,
2/16/2015,OUT,RANUTR
2/16/2015,IN,NOTVIR
2/16/2015,OUT,PSEORN
2/16/2015,IN,AMBBIS
2/16/2015,OUT,PSEORN
2/16/2015,OUT,RANUTR
2/16/2015,IN,NOTVIR
2/16/2015,,
2/16/2015,IN,PSEORN
2/16/2015,IN,PSEORN
2/16/2015,IN,PSEORN
2/16/2015,IN,PSEORN
2/16/2015,OUT,PSEORN
2/16/2015,OUT,PSEORN
2/16/2015,OUT,PSEORN
2/16/2015,OUT,PSEORN
2/16/2015,OUT,RANUTR
2/16/2015,IN,PSEORN
2/16/2015,IN,PSEORN
2/16/2015,OUT,ACRGRY
2/16/2015,IN,AMBBIS
2/16/2015,IN,ACRGRY
2/17/2015,,
2/17/2015,OUT,PSEORN
2/17/2015,OUT,PSEORN
2/17/2015,OUT,PSEORN
2/17/2015,OUT,PSEORN
2/17/2015,OUT,RANUTR
2/17/2015,IN,RANUTR
2/17/2015,OUT,RANUTR
2/17/2015,OUT,PSEORN
2/17/2015,OUT,PSEORN
2/17/2015,OUT,PSEORN
2/17/2015,IN,EURQUA
2/17/2015,OUT,PSEORN
2/17/2015,OUT,PSEORN
2/17/2015,OUT,RANUTR
2/17/2015,OUT,RANUTR
2/17/2015,OUT,PSEORN
2/17/2015,IN,NOTVIR
2/17/2015,OUT,PSEORN
2/17/2015,OUT,ANOCAR
2/17/2015,OUT,RANUTR
2/17/2015,OUT,PSEORN
2/17/2015,IN,RANUTR
2/17/2015,OUT,PSEORN
2/17/2015,IN,ACRGRY
2/17/2015,IN,ACRGRY
2/17/2015,OUT,PSEORN
2/17/2015,IN,EURQUA
2/17/2015,IN,EURQUA
2/17/2015,OUT,RANUTR
2/17/2015,OUT,PSEORN
2/17/2015,IN,AMBBIS
2/17/2015,OUT,ACRGRY
2/17/2015,OUT,NOTVIR
2/17/2015,IN,ACRGRY
2/17/2015,IN,ACRGRY
2/17/2015,IN,PSEORN
2/17/2015,IN,EURQUA
2/17/2015,,
2/17/2015,OUT,ACRGRY
2/17/2015,OUT,EURQUA
2/17/2015,OUT,ACRGRY
2/17/2015,OUT,EURQUA
2/17/2015,OUT,ACRGRY
2/17/2015,,
2/17/2015,IN,ACRGRY
2/17/2015,OUT,NOTVIR
2/18/2015,IN,EURQUA
2/18/2015,,
2/18/2015,IN,PSEORN
2/18/2015,,
2/18/2015,,
2/18/2015,,
2/19/2015,,
2/19/2015,,
2/19/2015,,
2/19/2015,,
2/19/2015,,
2/19/2015,,
2/20/2015,,
2/20/2015,,
2/20/2015,,
2/20/2015,,
2/20/2015,,
2/20/2015,,
2/21/2015,,
2/21/2015,,
2/21/2015,,
2/21/2015,,
2/21/2015,,
2/21/2015,IN,BLACAR
2/22/2015,IN,RANUTR
2/22/2015,IN,PSEORN
2/22/2015,IN,GASCAR
2/22/2015,OUT,NOTVIR
2/22/2015,OUT,ACRGRY
2/22/2015,OUT,EURQUA
2/22/2015,OUT,ACRGRY
2/22/2015,IN,EURQUA
2/22/2015,IN,ACRGRY
2/22/2015,OUT,EURQUA
2/22/2015,OUT,ACRGRY
2/22/2015,OUT,ACRGRY
2/22/2015,IN,EURQUA
2/22/2015,IN,EURQUA
2/22/2015,IN,EURQUA
2/22/2015,OUT,EURQUA
2/22/2015,OUT,NOTVIR
2/22/2015,IN,EURQUA
2/22/2015,OUT,AMBBIS
2/22/2015,OUT,ACRGRY
2/22/2015,OUT,ACRGRY
2/22/2015,OUT,ACRGRY
2/22/2015,IN,ACRGRY
2/22/2015,IN,ACRGRY
2/22/2015,IN,ACRGRY
2/22/2015,OUT,ACRGRY
2/22/2015,OUT,NOTVIR
2/22/2015,OUT,NOTVIR
2/22/2015,OUT,PSEORN
2/22/2015,OUT,NOTVIR
2/22/2015,OUT,ACRGRY
2/22/2015,IN,AMBBIS
2/22/2015,OUT,NOTVIR
2/22/2015,IN,NOTVIR
2/22/2015,OUT,PSEORN
2/22/2015,IN,EURQUA
2/22/2015,IN,KINSUB
2/22/2015,,
2/22/2015,OUT,REGRIG
2/22/2015,IN,REGRIG
2/22/2015,OUT,REGRIG
2/22/2015,IN,EURQUA
2/22/2015,,
2/22/2015,OUT,ACRGRY
2/22/2015,OUT,PSEORN
2/22/2015,OUT,GASCAR
2/22/2015,OUT,PSEORN
2/22/2015,OUT,NOTVIR
2/22/2015,OUT,EURQUA
2/22/2015,OUT,ACRGRY
2/22/2015,IN,AMBBIS
2/23/2015,,
2/23/2015,OUT,NOTVIR
2/23/2015,OUT,AMBBIS
2/23/2015,OUT,NOTVIR
2/23/2015,OUT,ACRGRY
2/23/2015,IN,EURQUA
2/23/2015,,
2/23/2015,OUT,ACRGRY
2/23/2015,OUT,NOTVIR
2/23/2015,OUT,PSEORN
2/23/2015,OUT,NOTVIR
2/23/2015,OUT,PSEORN
2/23/2015,OUT,NOTVIR
2/23/2015,OUT,ACRGRY
2/23/2015,OUT,EURQUA
2/23/2015,OUT,ACRGRY
2/23/2015,OUT,PSEORN
2/23/2015,,
2/23/2015,OUT,PSEORN
2/23/2015,IN,ACRGRY
2/23/2015,OUT,PSEORN
2/23/2015,OUT,ACRGRY
2/23/2015,IN,ACRGRY
2/23/2015,OUT,KINSUB
2/23/2015,OUT,EURQUA
2/23/2015,IN,EURQUA
2/23/2015,,
2/23/2015,,
2/24/2015,,
2/24/2015,,
2/24/2015,,
2/24/2015,IN,KINSUB
2/24/2015,,
2/24/2015,,
2/25/2015,IN,EURQUA
2/25/2015,IN,EURQUA
2/25/2015,,
2/25/2015,,
2/25/2015,,
2/25/2015,,
2/25/2015,,
2/26/2015,IN,EURQUA
2/26/2015,IN,ACRGRY
2/26/2015,,
2/26/2015,IN,ACRGRY
2/26/2015,IN,PSEORN
2/26/2015,,
2/26/2015,,
2/26/2015,,
2/27/2015,,
2/27/2015,,
2/27/2015,,
2/27/2015,,
2/27/2015,,
2/27/2015,,
2/28/2015,,
2/28/2015,,
2/28/2015,,
2/28/2015,,
2/28/2015,,
2/28/2015,,
3/1/2015,,
3/1/2015,,
3/1/2015,,
3/1/2015,,
3/1/2015,,
3/1/2015,IN,RANUTR
3/2/2015,IN,NOTVIR
3/2/2015,OUT,PSEORN
3/2/2015,,
3/2/2015,IN,NOTVIR
3/2/2015,IN,NOTVIR
3/2/2015,IN,NOTVIR
3/2/2015,,
3/2/2015,,
3/2/2015,IN,ELAGUT
3/2/2015,,
3/2/2015,,
3/2/2015,,
3/3/2015,OUT,NOTVIR
3/3/2015,,
